peak_id,apex_time,apex_signal,start_time,end_time,width_samples,height,prominence,snr,peak_area,confidence_percent
peak_1,1.0843037879734967,269.93497135813897,0.6212559069883735,1.5473516689586198,240.0,269.90091897909355,269.90091915274934,3.8544489775877273,100.6760598679994,99.0
peak_2,2.616220527565946,0.0,2.515893486685836,2.716547568446056,52.0,0.0,0.0,0.267,0.0,2.2
peak_3,3.793133891736467,0.6007153835370986,3.6889481185148143,3.893460932616577,53.0,0.5989826536946983,0.5989826536946983,4.691219602855204,0.04838607607804835,18.3
peak_4,4.3294976872109014,0.5986442798949252,4.225311913989248,4.4298247280910115,53.0,0.5969252409900456,0.5969252409900456,4.632719496240609,0.0484155853399106,17.6
peak_5,7.335450181272659,237.37748735441775,7.011316664583073,7.655724965620703,167.0,237.31234694374203,237.31234694374203,3.9694398489475495,61.400058048548715,74.1
peak_6,10.387707463432928,1.0258649244143165,10.298956619577448,10.480317039629954,47.0,1.0224375462632662,1.0224375462632662,3.7347782739480917,0.07318314552011518,5.9
peak_7,10.904777597199649,1.028944558396273,10.812168021002625,10.997387173396675,48.0,1.025509413584648,1.025509413584648,3.981238556892621,0.0736487154212088,9.1
peak_8,11.417988998624828,2.0588818562437923,11.325379422427803,11.510598574821852,48.0,2.051999521979904,2.051999521979904,4.063070229373316,0.14730024153395724,10.2
peak_9,12.062397299662457,0.6004431990248831,11.958211526440804,12.162724340542567,53.0,0.598723735465166,0.598723735465166,4.537680154805832,0.0483887618868909,16.5
peak_10,12.548597574696837,1.0280467638522286,12.455987998499811,12.64120715089386,48.0,1.0246206964927693,1.0246206964927693,3.8823441052026477,0.07364323740414683,7.9
peak_11,13.131266158269783,4.118448153056398,13.03865658207276,13.220017002125266,47.0,4.1046640691642216,4.1046640691642216,4.156212013794496,0.2932658343883857,11.5
peak_12,13.702358544818102,0.5997081410405933,13.602031503937992,13.802685585698212,52.0,0.5979681598132784,0.5979681598132784,4.4692480593092,0.048266884375058015,15.5
peak_13,14.366060507563445,2.0587282524283457,14.27345093136642,14.45867008376047,48.0,2.051847883873484,2.051847883873484,4.051393655207304,0.14729921947793023,10.1
peak_14,14.906283035379422,0.6013871443966258,14.802097262157769,15.006610076259532,53.0,0.5996500292637011,0.5996500292637011,4.686545712996683,0.048393226951834366,18.3
peak_15,15.539115139392424,4.118286772731672,15.446505563195398,15.631724715589447,48.0,4.104508688718679,4.104508688718679,4.111401787489685,0.29459181420726943,11.1
peak_16,17.804191023877983,326.6842550844358,17.46848131016377,18.1399007375922,174.0,326.59980535087936,326.59980535087936,3.9068035273564417,87.64724998410199,93.8
peak_17,19.108442555319414,0.0,19.008115514439304,19.208769596199524,52.0,0.0,0.0,0.0,0.0,2.2
peak_18,20.24676859607451,190.1549705936213,20.12328916114514,20.374106763345416,65.0,189.80399124830632,189.80399124830632,3.8301984424985935,19.065980455826615,39.3
peak_19,22.866847855981998,0.5992750528702928,22.762662082760343,22.967174896862108,53.0,0.5975451398612969,0.5975451398612969,4.532791481604884,0.04843773591464403,16.4
peak_20,23.796802350293785,0.0,23.696475309413675,23.897129391173895,52.0,0.0,0.0,0.0,0.0,2.2
peak_21,25.243826978372297,254.31025400991376,24.923552194024253,25.567960495061882,167.0,254.2412676141458,254.2412676141458,3.9308897807802654,65.79684243711256,77.2
peak_22,26.55579597449681,0.0,26.4554689336167,26.65612301537692,52.0,0.0,0.0,0.0,0.0,2.2
peak_23,27.58221877734717,245.68856703229187,27.535913989248655,27.636241030128765,26.0,243.16368076121415,243.16368076121415,4.281680478528955,10.104603647731723,43.5
peak_24,28.43113989248656,0.0,28.33081285160645,28.53146693336667,52.0,0.0,0.0,0.0,0.0,2.2
peak_25,29.604194524315538,2.0580521583629388,29.511584948118514,29.696804100512562,48.0,2.051180674613848,2.051180674613848,3.9900364976190494,0.14729708487829526,9.3
peak_26,30.186863107888485,4.113377925836462,30.09425353169146,30.275613951743967,47.0,4.099435228592601,4.099435228592601,4.2815141422307565,0.2928089248133018,13.0
