peak_id,apex_time,apex_signal,start_time,end_time,width_samples,height,prominence,snr,peak_area,confidence_percent
peak_1,0.3967200900112513,332.7351109062811,0.3159067383422927,0.47753344168021,22.0,332.88504077642295,332.90572301943973,4.033018496657087,24.35524971030336,57.6
peak_2,1.6897337167145892,166.12046474596872,1.6015736967120888,1.7705470683835478,23.0,165.86969131856554,163.83301702617322,4.627336548367005,12.767099662395298,35.4
peak_3,2.372973871733967,174.52479624749867,2.29950718839855,2.446440555069384,20.0,173.42740038017126,166.75042326987128,5.03200621589153,11.280539377488418,36.7
peak_4,2.703573946743343,174.79852772983162,2.6448006000750093,2.769693961745218,17.0,172.99807029345735,165.7406762970982,4.742375654002905,9.420803672142611,33.5
peak_5,4.143520940117514,334.0178527436837,3.886387548443555,4.400654331791474,70.0,328.3965554920904,328.0345404528259,4.0270267788546485,76.63531649611069,90.5
peak_6,5.781827978497312,227.6930269185685,5.723054631828978,5.840601325165645,16.0,220.90160357279626,218.87578787207428,4.868782819014473,11.678770085214817,41.1
peak_7,7.3834016752094,275.24373149591037,7.030761595199399,7.743388423552943,97.0,265.5921103253195,263.2423378376003,3.7462107618767804,85.63292661906941,92.5
peak_8,8.63968196024503,22.374255034920488,8.544175271908989,8.735188648581072,26.0,6.186,6.186,0.031,0.004,3.3
peak_9,9.447815476934617,317.14282437465465,9.36700212526566,9.535975496937116,23.0,297.645958265531,297.668884788143,3.714921329910244,22.521422323721943,51.1
peak_10,10.777562445305662,165.61038417300372,10.68205575696962,10.873069133641703,26.0,145.67995331828095,140.5987925595729,3.9254862761938285,11.725306888335444,29.6
peak_11,12.06322940367546,183.9472311873701,11.960376047005877,12.166082760345043,28.0,168.65580175901042,160.40406104827798,4.386372715033233,15.213395058999364,36.6
peak_12,12.819936242030254,209.85308171463598,12.753816227028375,12.878709588698587,17.0,199.80985819174714,198.59976973793277,6.867125394529793,10.89721907650295,48.6
peak_13,13.297469683710464,17.059144183465655,13.20196299537442,13.392976372046505,26.0,10.228,10.228,0.0,0.001,3.3
peak_14,14.098256532066507,184.33612569693818,13.995403175396923,14.201109888736092,28.0,180.08974132552632,170.96541048454625,3.748031785320154,16.545360068601635,35.2
peak_15,15.045976747093386,188.3287196471697,14.987203400425052,15.10475009376172,16.0,184.35477256641374,182.78712172083527,5.360624118579654,9.935820292702598,38.3
peak_16,15.743910238779849,197.7446989984536,15.641056882110265,15.84676359544943,28.0,193.2254981994889,189.04607903029628,4.278163162276912,17.79318468627165,40.3
peak_17,17.06631053881735,311.9156853614114,16.80917714714339,17.338137267158395,72.0,303.29291380325833,302.96856346039124,4.156818735255146,71.55042780682652,86.8
peak_18,18.300550818852354,18.603571632325462,18.205044130516317,18.3960575071884,26.0,4.044,4.044,0.0,0.0,3.3
peak_19,19.5421377672209,303.20868289112434,19.152764345543197,19.916817852231528,104.0,282.1275687994491,278.77902847051257,3.854298825044612,93.21879910911532,100.0
peak_20,21.95919164895612,212.23902762488277,21.900418302287783,22.017964995624453,16.0,173.741563328305,163.1486468512735,5.77474341004543,8.943355798440336,38.2
peak_21,22.49549843730466,250.9334987875309,22.429378422302783,22.554271783973,17.0,209.19069347505388,197.83834950663746,4.338455165122883,11.082229833475383,36.4
peak_22,24.001565445680708,315.8418009318909,23.61953869233654,24.37624553069133,103.0,262.88337063103324,255.9387996595784,3.651407175308356,86.3362083878841,93.5
peak_23,26.74187273409176,359.78642802116394,26.47004600575072,27.013699462432804,74.0,295.2935719579883,294.35060322932134,3.984404325364014,68.46319578684154,84.4
peak_24,29.43810001250156,229.35402242995391,29.357286660832603,29.526260032504062,23.0,150.41648406700568,148.91244842903532,4.093284644202501,11.561982227315573,30.3
peak_25,30.231540192524065,81.74332360669945,30.13603350418802,30.327046880860102,26.0,2.262,2.262,0.0,0.0,3.3
peak_26,30.79723365420677,430.2263342287158,30.716420302537816,30.87804700587573,22.0,349.7093954375384,349.79151263678995,4.127553914402692,25.41842367965006,60.6
