peak_id,apex_time,apex_signal,start_time,end_time,width_samples,height,prominence,snr,peak_area,confidence_percent
peak_1,0.4388948618577322,0.0,0.3145413176647081,0.5632484060507563,34.0,0.0,0.0,0.0,0.0,2.5
peak_2,1.1630713839229905,169.99906292296373,1.0826073259157394,1.2362205275659457,21.0,165.8982918004154,165.8982918004154,6.711456520224274,10.18919022596519,38.1
peak_3,2.713833229153644,161.53277517152867,2.6260542567820977,2.7942972871608953,23.0,158.2064319211656,158.2064319211656,5.305765431505743,10.495427879993626,29.6
peak_4,3.2478219777472184,0.0,3.1234684335541942,3.3721755219402425,34.0,0.0,0.0,0.0,0.0,2.5
peak_5,4.147556444555569,185.97737087781155,4.008573071633954,4.286539817477185,38.0,184.64940467845008,184.64940467845008,4.6872748308457375,20.397114914295276,38.0
peak_6,4.988771596449556,312.1951472270801,4.791268908613577,5.186274284285536,54.0,311.02003898920145,311.02003898920145,4.31957641718335,48.51969879971984,71.8
peak_7,5.9689701212651585,305.7419962043784,5.625169146143268,6.312771096387048,94.0,305.3682486765349,305.36824806452734,3.7407541942883618,83.47528739661095,89.7
peak_8,6.934538817352169,0.0,6.810185273159145,7.058892361545193,34.0,0.0,0.0,0.0,0.0,2.5
peak_9,7.629455681960245,162.57820214640566,7.55630653831729,7.709919739967496,21.0,158.8151290176702,158.8151290176702,4.97029857804345,9.91861775845838,27.1
peak_10,8.529190148768595,198.58039574966693,8.448726090761346,8.602339292411552,21.0,193.777432512431,193.777432512431,6.594423215679553,11.884340945316723,42.9
peak_11,9.289941242655331,179.21303984985755,9.165587698462307,9.42160970121265,35.0,177.55644651690875,177.55644651690875,4.072018266548204,17.812682159439838,31.7
peak_12,10.577366170771347,188.2144182802641,10.496902112764095,10.665145143142892,23.0,184.36138818900713,184.36138818900713,4.828577730482895,12.25447870254441,32.1
peak_13,11.711177897237155,222.59468923744512,11.382006750843855,12.04766395799475,91.0,222.31222865958986,222.31222865958986,3.8619411756809288,58.64106139310324,66.7
peak_14,13.444812601575197,279.02404706439495,13.101011626453307,13.788613576697086,94.0,278.6845007039955,278.6845007039955,4.2191941548139775,76.21546254280408,85.3
peak_15,15.19307713464183,199.85985658727145,15.054093761720216,15.332060507563446,38.0,198.4211433802795,198.4211433802795,4.708925057398064,21.888852662115205,41.1
peak_16,16.7145793224153,321.9624163767731,16.370778347293413,17.05838029753719,94.0,321.5710349215194,321.5710349215194,3.7695992776947285,87.88048024901897,94.2
peak_17,17.724037504688084,0.0,17.59968396049506,17.84839104888111,34.0,0.0,0.0,0.0,0.0,2.5
peak_18,18.557937742217778,344.661028657283,18.448214026753345,18.66766145768221,30.0,340.402275811609,340.402275811609,4.484846949157046,29.35219543678491,65.3
peak_19,20.22573821727716,250.63344176688665,19.89656707088386,20.554909363670458,90.0,250.31952410556065,250.31952410556065,3.9647766525743537,65.88675375712708,74.4
peak_20,21.20593674209276,0.0,21.081583197899736,21.330290286285784,34.0,0.0,0.0,0.0,0.0,2.5
peak_21,22.661604700587574,268.09195865683563,22.186135266908362,23.12975921990249,129.0,267.93306183794533,267.93306183794533,3.9143971285428028,100.97268007453366,99.1
peak_22,23.890510313789225,0.0,23.7661567695962,24.01486385798225,34.0,0.0,0.0,0.0,0.0,2.5
