peak_id,apex_time,apex_signal,start_time,end_time,width_samples,height,prominence,snr,peak_area,confidence_percent
peak_1,0.791458557319665,386.3493584293771,0.6956403300412553,0.8661967745968246,89.0,398.5125215914025,396.4817938668725,3.7885243676423648,25.00144569843409,67.7
peak_2,1.5503389173646709,437.05742839605057,1.4775170646330793,1.6193280410051258,74.0,451.30224012432507,450.1264005415847,4.149975586045772,28.368496745942924,79.3
peak_3,2.7480667583447933,305.6527345336882,2.462528441055132,2.989528691086386,275.0,322.82821917223134,321.49751648742625,3.5373701206436086,76.66233197087024,83.9
peak_4,3.951543692961621,15.880730666395696,3.79248543567946,4.1106019502437805,166.0,32.123,32.123,0.049,1.045,6.3
peak_5,4.537951243905488,305.0851273987506,4.5053730466308295,4.576278534816852,37.0,314.2884592857119,313.14952441403886,4.975989493644578,10.095547143400811,51.5
peak_6,5.825748218527316,261.9057557811684,5.593868108513565,6.072959244905613,250.0,275.6671378560663,273.64126327427516,3.377001347003239,59.824138484941635,67.0
peak_7,6.891246905863233,21.23512063815879,6.732188648581073,7.050305163145394,166.0,33.764,33.764,0.018,2.212,6.3
peak_8,7.42591261407676,201.81196048519044,7.330094386798351,7.523647205900738,101.0,215.36806972422465,213.58830427457622,3.08502785679249,14.706888395770365,28.9
peak_9,8.709876859607451,285.16030093209037,8.364931241405175,9.077818852356543,372.0,292.2562552978441,289.7289649545259,2.9615997765762008,88.44638066477424,85.7
peak_10,10.173979372421554,336.0402569931387,10.005339292411552,10.34836854606826,179.0,350.1077719324228,348.97743343354085,3.074835318008609,45.83582145990417,68.5
peak_11,12.529191398924866,314.8404565836305,12.383547693461685,12.703580572571571,167.0,327.1512331160212,325.75888965970523,3.14080546281837,42.20887627835678,62.8
peak_12,13.642599199899989,327.84187153011516,13.307235404425557,13.92622115264408,323.0,341.33282284895836,340.2408131520298,3.005232500460349,84.17647094392535,89.8
peak_13,14.782836104513065,446.80284763269054,14.750257907238405,14.815414301787724,34.0,451.99090731462314,449.88956724107385,3.8811281679451564,14.409702555214567,70.1
