peak_id,apex_time,apex_signal,start_time,end_time,width_samples,height,prominence,snr,peak_area,confidence_percent
peak_1,1.573702212776597,282.31807806650625,1.5159204900612575,1.62468608576072,32.0,291.4148027364315,289.27619147025746,4.072846867681443,12.399769762781617,45.8
peak_2,3.096420552569071,293.4885703273787,2.9128786098262283,3.2731646455806973,106.0,314.2724877944846,313.9634922646593,3.1724984504509357,43.048801305278616,63.1
peak_3,4.921643205400675,193.06071528829415,4.826473309163645,5.027009876234529,59.0,210.7922518491392,209.08921347042372,4.0553131152772846,15.171043554702313,36.8
peak_4,5.676204525565695,381.4723401344444,5.635417427178397,5.750980872609076,34.0,391.9045118500158,391.6953389495432,3.5238969786278482,15.21782795818504,59.8
peak_5,6.131660457557194,340.47922638972256,6.056884110513813,6.175846480810101,35.0,349.67542684819773,346.17651807993104,3.961539056407784,13.445727013851952,55.0
peak_6,6.835237904738092,13.254762858955807,6.733270158769845,6.937205650706338,60.0,25.046,25.046,0.742,0.257,4.5
peak_7,7.8787078384798095,290.0438737619281,7.657777722215276,8.154020752594073,146.0,302.46262997016845,302.1195729586674,3.4000437185410166,68.10562266337772,76.0
peak_8,9.078528316039504,7.541799310302072,8.976560570071259,9.18049606200775,60.0,24.69,24.69,0.769,1.157,4.5
peak_9,10.12539717464683,324.68399742269696,9.863679959994998,10.37011976497062,149.0,339.8337729610191,339.67657251740576,3.737335502388498,81.74059820882101,89.3
peak_10,11.71269508688586,211.51959392607964,11.593732716589573,11.80786498312289,63.0,226.08204520213013,224.7266116197026,3.3680954936219036,19.522660605800766,37.0
peak_11,12.358490811351418,413.15884575576376,12.25992199024878,12.440065008126014,53.0,424.34773983748426,424.2290093827738,3.9577277271693045,28.26101818809928,74.5
peak_12,13.497130641330166,165.36071927862298,13.388365045630705,13.595699462432805,61.0,182.42666058575912,181.86091059757265,3.8072439304342423,15.942535299654972,31.3
peak_13,14.088543567945992,8.79392080857481,13.986575821977748,14.190511313914238,60.0,26.303,26.303,0.0,0.489,4.5
peak_14,15.46850706338292,257.216109451241,15.026646830853856,15.788006000750093,224.0,272.41875499543397,271.9884630035096,2.6061527732606646,86.4705800060515,81.4
peak_15,16.821279159894985,304.01139559133725,16.53237054631829,17.123783472934115,174.0,317.7289972047079,317.396398245297,3.229231324489986,72.60579727862417,82.1
peak_16,17.728792099012374,233.11639012458738,17.67780822602825,17.7797759719965,30.0,243.0567286487871,236.31851455553868,4.425788006316388,9.56792036351567,38.6
peak_17,18.796054506813352,199.90704739048286,18.714480310038752,18.87762870358795,48.0,212.42892606938895,212.0913760711637,3.7472386238135265,14.868922486673696,33.9
peak_18,21.07673309163645,325.2723560098085,20.896590073759217,21.23308363545443,99.0,342.00723769634845,341.62601846979965,3.3622742726810646,46.173877937762974,69.1
peak_19,22.426106263282907,195.95681903554487,22.36492561570196,22.48728691086385,36.0,206.7804750359371,205.71462027010242,3.9734033093737873,10.609714740659069,31.5
peak_20,23.63612351543943,410.1971853090491,23.43218802350293,23.812867608451054,112.0,424.9368506069951,424.87857855628863,3.7316599928534337,58.040320792919346,90.3
peak_21,24.383886985873232,23.716331897031417,24.31930741342668,24.414477309663702,28.0,48.09979365230885,35.96203744115089,0.022041820110913067,1.075304887174786,1.0
peak_22,24.570827853481685,418.8814441453794,24.46546118264783,24.662598824853102,58.0,441.52015227515705,441.2217170930181,4.055751085629,30.733633192812547,79.3
peak_23,25.76385048131016,227.1627922392903,25.5293246655832,26.035764470558817,149.0,243.16986487105805,236.3758376851617,3.154195901574087,53.58983816948036,59.6
peak_24,26.64077309663708,305.72381339061576,26.599985998249775,26.684959119889985,25.0,317.487839435084,316.6865939781808,3.560865473076907,11.734486936191571,45.9
