peak_id,apex_time,apex_signal,start_time,end_time,width_samples,height,prominence,snr,peak_area,confidence_percent
peak_1,0.620651581447681,195.47813202191261,0.5854871858982372,0.650541317664708,37.35656669181856,203.83560364402567,203.5387252689311,12.664021378803488,5.885191112190865,27.1
peak_2,1.6087710963870483,496.67709166594915,1.5841560195024378,1.6298697337167145,26.04650285673506,515.640560954594,515.7396839311276,17.888345983344358,11.310763986290445,84.3
peak_3,1.9938212276534568,-8.938478182953322,1.8566800850106264,2.159093886735842,172.6077858864055,11.610292264649525,9.155782546385703,0.0,1.1913202383486658,13.6
peak_4,2.994248281035129,295.15790961350206,2.871172896612076,3.127872984123015,145.71801802317282,351.3157439325099,350.9507739181711,11.29819529320922,39.81845786069453,76.2
peak_5,4.2443425428178525,106.88369545395656,4.189837729716214,4.291814476809601,58.48835196222217,180.5461515674135,179.1480900734526,12.71763607661012,8.020182458476546,26.3
peak_6,5.04784898112264,256.3411665032229,4.930048256032004,5.170924365545693,136.5330406761509,309.8383236102002,309.8946153185336,13.077502122803027,33.81006171540753,67.4
peak_7,6.459699462432804,164.17100354856157,6.377063132891611,6.542335791973996,94.59321511675216,197.27369428628387,197.33139548322936,13.283165455081376,13.357724317965518,35.7
peak_8,7.099691461432679,-27.200691032318144,7.020571571446431,7.178811351418927,90.0,3.438,3.438,0.0,0.209,4.8
peak_9,8.166930866358294,263.4257395598837,7.950669833729216,8.407806975871983,260.52446734252953,296.8990752209673,296.9593266530214,1.4319775425510415,60.31549169921533,79.4
peak_10,9.204280535066882,321.04884659489437,9.088238029753718,9.325597699712464,135.16799655218256,370.53058431462506,370.690819023432,12.63445064954303,39.999074260341885,79.6
peak_11,10.37701312664083,285.9063307325194,10.36118914864358,10.394595324415551,19.38492297623634,308.84260888342686,308.4271097986441,16.93950096273943,4.17034281625756,45.5
peak_12,10.99590648831104,4.1864580479948685,10.91678659832479,11.075026378297286,90.0,6.142,6.142,0.0,0.067,4.8
peak_13,11.957652706588323,278.9943649062203,11.76073209151144,12.158089761220152,226.50628354392393,257.3939878111376,254.52904388877266,2.0366046515703213,47.11602064306369,63.9
peak_14,12.826213276659582,249.5976807053637,12.752368046005753,12.90357494686836,85.76506496888396,230.7320964387297,222.5660458884278,10.21920027669622,14.367234924367065,37.5
peak_15,13.51719364920615,319.2130117043166,13.490820352544068,13.545325165645703,30.66847906818748,320.811825736964,320.89401523374687,15.644905605875852,8.364769000296652,49.4
