peak_id,apex_time,apex_signal,start_time,end_time,width_samples,height,prominence,snr,peak_area,confidence_percent
peak_1,0.45452456557069637,196.53946467720016,0.337227903487936,0.5669338667333417,47.0,196.5365334080834,196.5365334080834,4.202516115123678,17.711639278899025,32.1
peak_2,1.7643372921615204,225.2874819367408,1.4417714714339294,2.0917904738092266,133.0,225.287101490338,225.287101490338,3.8250656630990822,58.5156700055617,64.7
peak_3,2.888430303787974,324.6615967197277,2.834669333666709,2.947078634829354,23.0,324.64459554153746,324.64459554153746,4.144934642738806,14.956764632076602,52.4
peak_4,3.7339437429678712,0.0,3.616647080885111,3.851240405050632,48.0,0.0,0.0,0.0,0.0,4.1
peak_5,4.3350891361420185,345.26596507450427,4.281328166020753,4.388850106263283,22.0,345.24619759369716,345.24619759369716,4.406009759492499,15.242000135917491,58.1
peak_6,4.760289536192024,0.0,4.6429928741092645,4.877586198274785,48.0,0.0,0.0,0.0,0.0,4.1
peak_7,5.674226028253532,362.498970539383,5.488506313289162,5.864833104138018,77.0,362.4970318424323,362.4970318424323,3.8212289879085164,54.24481732428235,81.0
peak_8,6.348681835229405,0.0,6.231385173146644,6.465978497312165,48.0,0.0,0.0,0.0,0.0,4.1
peak_9,7.072011251406426,194.42170956615368,6.984038754844356,7.1599837479684965,36.0,194.41674864867102,194.41674864867102,4.049305074455872,13.007916518854625,27.2
peak_10,8.083694961870235,200.08912017970923,7.956623577947244,8.21565370671334,53.0,200.08698363934985,200.08698363934985,4.090596658458791,20.629116707878897,34.2
peak_11,8.938983122890361,393.2228209465382,8.846123265408178,9.036730341292662,39.0,393.21454265759843,393.21454265759843,4.324760126438046,29.22364181375645,75.0
peak_12,9.525466433304164,253.29489859342556,9.471705463182898,9.584114764345545,23.0,253.28165322898317,253.28165322898317,4.097970946185037,11.677921911009644,36.6
peak_13,9.984878359794976,0.0,9.867581697712215,10.102175021877736,48.0,0.0,0.0,0.0,0.0,4.1
peak_14,11.348452056507064,391.38337233385704,11.15784498062258,11.534171771471435,77.0,391.3812528728373,391.3812528728373,4.043460381343775,58.60501153469714,89.6
