peak_id,apex_time,apex_signal,start_time,end_time,width_samples,height,prominence,snr,peak_area,confidence_percent
peak_1,0.4465248156019502,1.5567051292511436,0.3582582822852856,0.5347913489186148,34.0,5.453,5.453,0.552,0.02,4.7
peak_2,1.1007355919489936,290.422368316762,1.059198399799975,1.1474649331166396,17.0,287.91807197172864,287.34677284762074,4.5100196396096095,11.933526913851422,45.4
peak_3,1.853597199649956,287.3381375516533,1.6043740467558445,2.1132046505813227,98.0,291.16972345096303,291.1730398271313,1.7400679952450122,67.04028483886155,67.7
peak_4,2.627227403425428,175.99046643957848,2.5753059132391547,2.673956744593074,19.0,179.56706358559993,170.79527104747615,4.282422239545647,7.709656351033297,25.6
peak_5,3.193171646455806,-0.1230590331908239,3.104905113139142,3.281438179772471,34.0,8.839,8.839,0.0,0.0,2.9
peak_6,4.408134516814601,295.3619834535985,4.153719214901862,4.652165520690086,96.0,304.68760101471867,303.10943655792266,3.8517829362287075,69.56627612256557,79.9
peak_7,5.88789698712339,6.820524530577817,5.799630453806725,5.976163520440054,34.0,12.577,12.577,0.0,0.101,2.9
peak_8,6.770562320290035,321.77660912808085,6.625182147768471,6.905558194774346,54.0,324.91161280825247,325.03118892373925,4.420470682368932,41.603248645970396,68.2
peak_9,8.053023127890986,193.13919723678927,7.980333041630203,8.120521065133142,27.0,207.7097378570653,195.63234334284905,4.177637561422303,11.952308233132594,32.4
peak_10,8.56704588073509,-6.437576389573529,8.478779347418426,8.655312414051755,34.0,18.382,18.382,0.0,0.072,2.9
peak_11,9.371828978622329,258.4872478739656,9.319907488436051,9.428942617827229,21.0,293.57230921596175,273.86795636496527,4.128585475748997,13.187075985733324,44.3
peak_12,9.875467433429176,264.3435203424619,9.709318664833104,10.020847605950744,60.0,309.5227055198834,305.26424165563316,3.88558570349841,41.029022969742485,63.9
peak_13,10.586791848981122,-44.339631932175365,10.498525315664455,10.675058382297786,34.0,2.8,2.8,0.135,0.063,2.9
peak_14,11.9315584448056,233.25800490956917,11.588876609576197,12.30020102512814,137.0,276.7261608872014,276.14148665974267,3.7034287349113995,86.92575908820385,89.0
peak_15,13.421705213151643,342.9418301905361,13.260748593574196,13.587853981747717,63.0,377.8840579716453,377.99745888562717,4.160919772213093,51.81349552724544,80.5
peak_16,16.080085510688836,260.9473439444485,15.825670208776096,16.355269408676083,102.0,267.3151096199902,260.56115627822794,3.6853478803264164,59.71969523232611,70.9
peak_17,17.108131016377047,201.42872651022975,17.014672334041755,17.206781847730966,37.0,196.31312911314808,182.46967699862532,3.6218956396127076,16.277448868522324,31.3
peak_18,18.5619327415927,250.423233586298,18.312709588698585,18.837116639579943,101.0,239.85036232617614,226.06937806054316,3.5137951184826304,52.88486724545331,62.7
peak_19,19.460174521815222,353.66161258133184,19.408253031628952,19.5120960120015,20.0,322.85652879364125,322.7399596175359,4.617712382644987,14.492016027726603,52.9
peak_20,20.44668283535442,294.73601610440875,20.098808851106387,20.77378822352794,130.0,269.0695321974872,258.07207977590554,1.4568553972362246,82.00605924618709,73.5
peak_21,21.78106513314164,414.70459643674127,21.70318289786223,21.85894736842105,30.0,386.6624622024311,386.81496293306685,4.889835554410612,26.429275165943157,70.2
peak_22,22.803918489811224,297.56164837158957,22.435275909488684,23.131023877984745,134.0,266.37371150503776,256.8273821185491,1.1816959890846879,82.6313469591509,72.9
peak_23,23.99811276409551,44.45662900622811,23.909846230778847,24.086379297412176,34.0,14.118,14.118,0.979,0.174,6.7
peak_24,24.673092136517063,267.6732740555406,24.62117064633079,24.730205775721963,21.0,240.10175555588296,235.50675881774072,5.009674265599292,11.270904929967292,40.5
peak_25,25.991897987248404,302.7231779391744,25.742674834354293,26.220352544068007,92.0,286.72866829297163,284.30061745874804,3.951873432768054,62.52042691160849,74.4
peak_26,27.74684435554444,281.7228879070054,27.69492286535817,27.798765845730717,20.0,258.1824817557913,250.1892593483899,4.708052274696997,11.218636329435403,41.5
peak_27,28.40105513189149,46.05972106827565,28.31278859857482,28.48932166520815,34.0,19.267,19.267,0.0,0.062,2.9
peak_28,28.868348543567944,263.0043711658788,28.826811351418925,28.91507788473559,17.0,223.74010957473098,215.48293542042313,4.4816630422698545,9.02739366691834,33.6
